-Infinity,0.75060424,0.71885554,-2.1715162,-0.20985771,-1.9766159,-Infinity,-1.2447542,0.11556469,1.0382863,0.017926216,-0.61532282,0.75870145,-Infinity,0,-0.24622536,-0.28131668,-1.1187135,-0.55160701,-0.68678179,-0.049515065,-Infinity,-Infinity,-Infinity,-0.69821048
-0.78625014,0.71423659,-0.4161244,-1.1092716,0.44692182,-0.62668916,-0.24622536,-1.2811218,0.48466215,0.30877148,-0.71158861,-0.65169047,-0.66396056,1.0571813,-0.24622536,0,0.78092797,-1.1550811,0.10517253,0.1931413,-Infinity,-0.11445608,1.0127296,1.1037014,-Infinity
-0.82134146,-Infinity,-Infinity,-1.1443629,-0.28131668,-0.94946256,0.97144629,-0.21760086,-Infinity,-Infinity,-Infinity,1.1049777,-0.0059046987,0.77077559,-0.28131668,0.78092797,0,-Infinity,-Infinity,-0.75824075,-Infinity,-0.1495474,-Infinity,-Infinity,-Infinity
-0.81144039,-1.2568638,-Infinity,0.097681856,-Infinity,-2.8854716,0.75308871,-1.0549977,-Infinity,0.68904634,0.98087264,-2.2173258,0.54299287,-1.3193842,-1.1187135,-1.1550811,-Infinity,0,-Infinity,0.88926911,-Infinity,-1.3924093,-Infinity,-Infinity,-Infinity
0.0069805019,-Infinity,-Infinity,0.051683843,-Infinity,0.51484817,-Infinity,0.97844587,-Infinity,-0.68975735,-Infinity,0.74767598,-0.96934221,-Infinity,-0.55160701,0.10517253,-Infinity,-Infinity,0,-Infinity,0.30188282,-0.60215929,0.30188282,-Infinity,-Infinity
-0.62067076,-Infinity,-Infinity,-0.50837413,-0.68678179,-0.66178048,0.7601372,-0.62306597,-Infinity,-0.82493213,1.3735836,-0.28131668,-0.41136981,-0.32783669,-0.68678179,0.1931413,-0.75824075,0.88926911,-Infinity,0,-Infinity,-0.09548018,0.16670804,-Infinity,0.077628414
-Infinity,-Infinity,-Infinity,0.62788376,-0.049515065,0.66863342,-Infinity,0.86149861,-0.41723984,-Infinity,-Infinity,0.23816701,-0.46725027,-Infinity,-0.049515065,-Infinity,-Infinity,-Infinity,0.30188282,-Infinity,0,-0.61089297,-Infinity,-Infinity,-Infinity
-0.074497769,-2.0079982,0.85062481,-0.65345258,0.96336544,-0.025688161,-1.1767007,0.090987893,-0.29166254,-2.0079982,0.14969549,0.12258226,-0.49582364,0.41438805,-Infinity,-0.11445608,-0.1495474,-1.3924093,-0.60215929,-0.09548018,-0.61089297,0,-1.0163581,-0.51992119,-0.27875913
0.39128941,-Infinity,-Infinity,-2.0111736,-0.049515065,-Infinity,-0.74266225,0.30188282,-Infinity,-Infinity,-Infinity,0.23816701,1.3245092,0.84842653,-Infinity,1.0127296,-Infinity,-Infinity,0.30188282,0.16670804,-Infinity,-1.0163581,0,-Infinity,-Infinity
-Infinity,1.9827479,-Infinity,-0.12844232,0.73460389,-0.62668916,-Infinity,-Infinity,0.77234422,1.6950658,-Infinity,-1.0571556,-Infinity,-0.15921398,-Infinity,1.1037014,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-0.51992119,-Infinity,0,-Infinity
0.061047723,-Infinity,-Infinity,-1.9667218,-Infinity,-Infinity,-1.3913577,-1.733107,-Infinity,-0.83636082,-Infinity,0.40040181,0.67581379,0.60519622,-0.69821048,-Infinity,-Infinity,-Infinity,-Infinity,0.077628414,-Infinity,-0.27875913,-Infinity,-Infinity,0
